Ramal,Id Origen,Origen,Id Destino,Destino,Pax,lon_origen,lat_origen,lon_destino,lat_destino,dist_retiro
Retiro - Suárez / Mitre,34,Juan B. Justo,70,Coghlan,2229,"-58,4944","-34,5429","-58,4752","-34,5652","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,71,Saavedra,773,"-58,4944","-34,5429","-58,4870","-34,5540","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,72,Juan B. Justo,448,"-58,4944","-34,5429","-58,4944","-34,5429","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,73,Florida,292,"-58,4944","-34,5429","-58,4941","-34,5305","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,74,Cetrángolo,783,"-58,4944","-34,5429","-58,4941","-34,5231","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,75,Mitre,15397,"-58,4944","-34,5429","-58,4891","-34,5151","13,74"
Retiro - Suárez / Mitre,35,Florida,55,Retiro (Suárez / Mitre),41762,"-58,4941","-34,5305","-58,3752","-34,5913","15,114"
Retiro - Suárez / Mitre,35,Florida,56,3 De febrero,2279,"-58,4941","-34,5305","-58,4255","-34,5720","15,114"
Retiro - Suárez / Mitre,35,Florida,57,Carranza,10019,"-58,4941","-34,5305","-58,4348","-34,5756","15,114"
Retiro - Suárez / Mitre,35,Florida,58,Colegiales,1645,"-58,4941","-34,5305","-58,4477","-34,5731","15,114"
Retiro - Suárez / Mitre,35,Florida,59,Belgrano R,8423,"-58,4941","-34,5305","-58,4628","-34,5676","15,114"
Retiro - Suárez / Mitre,35,Florida,60,Drago,1,"-58,4941","-34,5305","-58,4793","-34,5684","15,114"
Retiro - Suárez / Mitre,35,Florida,61,Urquiza,205,"-58,4941","-34,5305","-58,4875","-34,5744","15,114"
Retiro - Suárez / Mitre,35,Florida,62,Pueyrredón,14,"-58,4941","-34,5305","-58,5017","-34,5805","15,114"
Retiro - Suárez / Mitre,35,Florida,63,Miguelete,5,"-58,4941","-34,5305","-58,5172","-34,5811","15,114"
Retiro - Suárez / Mitre,35,Florida,64,San Martín,5,"-58,4941","-34,5305","-58,5316","-34,5736","15,114"
Retiro - Suárez / Mitre,35,Florida,65,San Andrés,2,"-58,4941","-34,5305","-58,5406","-34,5634","15,114"
Retiro - Suárez / Mitre,35,Florida,66,Malaver,0,"-58,4941","-34,5305","-58,5484","-34,5570","15,114"
Retiro - Suárez / Mitre,35,Florida,67,V. Ballester,8,"-58,4941","-34,5305","-58,5563","-34,5508","15,114"
Retiro - Suárez / Mitre,35,Florida,68,Chilavert,6,"-58,4941","-34,5305","-58,5672","-34,5420","15,114"
Retiro - Suárez / Mitre,35,Florida,69,J. L. Suárez,73,"-58,4941","-34,5305","-58,5759","-34,5351","15,114"
Retiro - Suárez / Mitre,35,Florida,70,Coghlan,2980,"-58,4941","-34,5305","-58,4752","-34,5652","15,114"
Retiro - Suárez / Mitre,35,Florida,71,Saavedra,1390,"-58,4941","-34,5305","-58,4870","-34,5540","15,114"
Retiro - Suárez / Mitre,35,Florida,72,Juan B. Justo,523,"-58,4941","-34,5305","-58,4944","-34,5429","15,114"
Retiro - Suárez / Mitre,35,Florida,73,Florida,784,"-58,4941","-34,5305","-58,4941","-34,5305","15,114"
Retiro - Suárez / Mitre,35,Florida,74,Cetrángolo,120,"-58,4941","-34,5305","-58,4941","-34,5231","15,114"
Retiro - Suárez / Mitre,35,Florida,75,Mitre,8808,"-58,4941","-34,5305","-58,4891","-34,5151","15,114"
Retiro - Suárez / Mitre,36,Cetrángolo,55,Retiro (Suárez / Mitre),33032,"-58,4941","-34,5231","-58,3752","-34,5913","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,56,3 De febrero,2130,"-58,4941","-34,5231","-58,4255","-34,5720","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,57,Carranza,6509,"-58,4941","-34,5231","-58,4348","-34,5756","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,58,Colegiales,1420,"-58,4941","-34,5231","-58,4477","-34,5731","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,59,Belgrano R,5419,"-58,4941","-34,5231","-58,4628","-34,5676","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,60,Drago,2,"-58,4941","-34,5231","-58,4793","-34,5684","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,61,Urquiza,60,"-58,4941","-34,5231","-58,4875","-34,5744","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,62,Pueyrredón,17,"-58,4941","-34,5231","-58,5017","-34,5805","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,63,Miguelete,20,"-58,4941","-34,5231","-58,5172","-34,5811","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,64,San Martín,91,"-58,4941","-34,5231","-58,5316","-34,5736","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,65,San Andrés,2,"-58,4941","-34,5231","-58,5406","-34,5634","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,66,Malaver,0,"-58,4941","-34,5231","-58,5484","-34,5570","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,67,V. Ballester,4,"-58,4941","-34,5231","-58,5563","-34,5508","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,68,Chilavert,0,"-58,4941","-34,5231","-58,5672","-34,5420","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,69,J. L. Suárez,30,"-58,4941","-34,5231","-58,5759","-34,5351","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,70,Coghlan,2307,"-58,4941","-34,5231","-58,4752","-34,5652","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,71,Saavedra,939,"-58,4941","-34,5231","-58,4870","-34,5540","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,72,Juan B. Justo,835,"-58,4941","-34,5231","-58,4944","-34,5429","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,73,Florida,404,"-58,4941","-34,5231","-58,4941","-34,5305","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,74,Cetrángolo,691,"-58,4941","-34,5231","-58,4941","-34,5231","15,919"
Retiro - Suárez / Mitre,36,Cetrángolo,75,Mitre,3394,"-58,4941","-34,5231","-58,4891","-34,5151","15,919"
Retiro - Suárez / Mitre,37,Mitre,55,Retiro (Suárez / Mitre),81315,"-58,4891","-34,5151","-58,3752","-34,5913","16,938"
Retiro - Suárez / Mitre,37,Mitre,56,3 De febrero,6359,"-58,4891","-34,5151","-58,4255","-34,5720","16,938"
Retiro - Suárez / Mitre,37,Mitre,57,Carranza,14979,"-58,4891","-34,5151","-58,4348","-34,5756","16,938"
Retiro - Suárez / Mitre,37,Mitre,58,Colegiales,7300,"-58,4891","-34,5151","-58,4477","-34,5731","16,938"
Retiro - Suárez / Mitre,37,Mitre,59,Belgrano R,22914,"-58,4891","-34,5151","-58,4628","-34,5676","16,938"
Retiro - Suárez / Mitre,37,Mitre,60,Drago,78,"-58,4891","-34,5151","-58,4793","-34,5684","16,938"
Retiro - Suárez / Mitre,37,Mitre,61,Urquiza,186,"-58,4891","-34,5151","-58,4875","-34,5744","16,938"
Retiro - Suárez / Mitre,37,Mitre,62,Pueyrredón,301,"-58,4891","-34,5151","-58,5017","-34,5805","16,938"
Retiro - Suárez / Mitre,37,Mitre,63,Miguelete,121,"-58,4891","-34,5151","-58,5172","-34,5811","16,938"
Retiro - Suárez / Mitre,37,Mitre,64,San Martín,363,"-58,4891","-34,5151","-58,5316","-34,5736","16,938"
Retiro - Suárez / Mitre,37,Mitre,65,San Andrés,6,"-58,4891","-34,5151","-58,5406","-34,5634","16,938"
Retiro - Suárez / Mitre,37,Mitre,66,Malaver,5,"-58,4891","-34,5151","-58,5484","-34,5570","16,938"
Retiro - Suárez / Mitre,37,Mitre,67,V. Ballester,94,"-58,4891","-34,5151","-58,5563","-34,5508","16,938"
Retiro - Suárez / Mitre,37,Mitre,68,Chilavert,45,"-58,4891","-34,5151","-58,5672","-34,5420","16,938"
Retiro - Suárez / Mitre,37,Mitre,69,J. L. Suárez,113,"-58,4891","-34,5151","-58,5759","-34,5351","16,938"
Retiro - Suárez / Mitre,37,Mitre,70,Coghlan,17765,"-58,4891","-34,5151","-58,4752","-34,5652","16,938"
Retiro - Suárez / Mitre,37,Mitre,71,Saavedra,11037,"-58,4891","-34,5151","-58,4870","-34,5540","16,938"
Retiro - Suárez / Mitre,37,Mitre,72,Juan B. Justo,17737,"-58,4891","-34,5151","-58,4944","-34,5429","16,938"
Retiro - Suárez / Mitre,37,Mitre,73,Florida,10603,"-58,4891","-34,5151","-58,4941","-34,5305","16,938"
Retiro - Suárez / Mitre,37,Mitre,74,Cetrángolo,3321,"-58,4891","-34,5151","-58,4941","-34,5231","16,938"
Retiro - Suárez / Mitre,37,Mitre,75,Mitre,2924,"-58,4891","-34,5151","-58,4891","-34,5151","16,938"
